strain	CO	CO_confidence	CO_entropy	country	country_confidence	country_entropy	division	division_confidence	division_entropy	state	state_confidence	state_entropy	trap	trap_confidence	trap_entropy	zone	zone_confidence	zone_entropy	is_terminal	build
NODE_0004154	Not CO	{'Not CO': 0.9999772552927297}	0.0002661239040726458	USA	{'USA': 0.9999997500155047}	4.121355623918173e-06	CA/Kern	{'CA/Kern': 0.9999808417698528}	0.0002535347837270467	CA	{'CA': 0.9999989557475746}	1.771689083803612e-05	CA/Kern	{'CA/Kern': 0.9999825563513097}	0.00023456748644745828	CA/Kern	{'CA/Kern': 0.9999745908005914}	0.00033052054502172144	False	wnv
NODE_0004155	Not CO	{'Not CO': 0.9999781068258463}	0.0002570022868610898	USA	{'USA': 0.9999997530925203}	4.074229072604192e-06	CA/Kern	{'CA/Fresno': 0.002281805790996285, 'CA/Kern': 0.9975881841336328}	0.017874385791797363	CA	{'CA': 0.9999989631936617}	1.760429259044837e-05	CA/Kern	{'CA/Fresno': 0.002151598933083681, 'CA/Kern': 0.9977034333716606}	0.017366280064178837	CA/Kern	{'CA/Fresno': 0.002584550080694081, 'CA/Kern': 0.9972451026978766}	0.02019705901386901	False	wnv
NODE_0004156	Not CO	{'Not CO': 0.9999780787535719}	0.00025730354382763853	USA	{'USA': 0.999999752896584}	4.077233120190657e-06	CA/Fresno	{'CA/Fresno': 0.9735156290255218, 'CA/Kern': 0.022508469500598618, 'CA/Kings': 0.0030799595043336184}	0.13825626409507283	CA	{'CA': 0.9999989626715475}	1.7612227916799247e-05	CA/Fresno	{'CA/Fresno': 0.9739578296750606, 'CA/Kern': 0.021906649058751813, 'CA/Kings': 0.0030526920925383542}	0.13849309106078775	CA/Fresno	{'CA/Fresno': 0.969947819710574, 'CA/Kern': 0.02540294561039823, 'CA/Kings': 0.003522138825522533}	0.1540014395836418	False	wnv
NODE_0004157	Not CO	{'Not CO': 0.9999764312910084}	0.00027493401854166425	USA	{'USA': 0.9999997334352984}	4.378221234815651e-06	CA/Fresno	{'CA/Fresno': 0.9719819378988627, 'CA/Kern': 0.012752426021655034, 'CA/Kings': 0.012233142727994395, 'CA/Madera': 0.002183897168149122}	0.16047419594687412	CA	{'CA': 0.999998878375343}	1.8958641177689427e-05	CA/Fresno	{'CA/Fresno': 0.9722262196937551, 'CA/Kern': 0.012230235611496531, 'CA/Kings': 0.012125252082713945, 'CA/Madera': 0.002169821278365867}	0.16297549140333667	CA/Fresno	{'CA/Fresno': 0.9680917770629663, 'CA/Kern': 0.014284814727373337, 'CA/Kings': 0.013966921588338146, 'CA/Madera': 0.002503820676394974}	0.18001150739502375	False	wnv
NODE_0004162	Not CO	{'Not CO': 0.9999788857162898}	0.00024862976591257413	USA	{'USA': 0.9999997560715116}	4.028562377302382e-06	CA/Kern	{'CA/Kern': 0.999999487036875}	9.363149116299574e-06	CA	{'CA': 0.9999989704730368}	1.74940907564847e-05	CA/Kern	{'CA/Kern': 0.9999995064456937}	9.322131135669218e-06	CA/Kern	{'CA/Kern': 0.9999992474013134}	1.3504533444838083e-05	False	wnv
NODE_0004163	Not CO	{'Not CO': 0.999977307519536}	0.000265565414035149	USA	{'USA': 0.9999997500836367}	4.120315141064795e-06	CA/Kern	{'CA/Kern': 0.999999487924398}	9.34781370633837e-06	CA	{'CA': 0.9999989558634408}	1.7715181427344606e-05	CA/Kern	{'CA/Kern': 0.9999995072527941}	9.30769699178593e-06	CA/Kern	{'CA/Kern': 0.9999992478260522}	1.3496612103859011e-05	False	wnv
NODE_0004164	Not CO	{'Not CO': 0.9999788837798307}	0.0002486506153043181	USA	{'USA': 0.9999997560705824}	4.028576581921545e-06	CA/Kern	{'CA/Kern': 0.9999995156968892}	8.87641554105995e-06	CA	{'CA': 0.9999989704718628}	1.7494107920561958e-05	CA/Kern	{'CA/Kern': 0.9999995306241856}	8.905412015905589e-06	CA/Kern	{'CA/Kern': 0.9999992895816568}	1.2803484947347615e-05	False	wnv
NODE_0004165	Not CO	{'Not CO': 0.9999773379167974}	0.0002652403040795059	USA	{'USA': 0.9999997501220874}	4.1197279363337405e-06	CA/Kern	{'CA/Kern': 0.9999912999368039}	0.0001152537033037461	CA	{'CA': 0.9999989559277948}	1.77142323191357e-05	CA/Kern	{'CA/Kern': 0.9999921722616254}	0.000105704868852055	CA/Kern	{'CA/Kern': 0.999988622103433}	0.00014855219037992134	False	wnv
NODE_0004170	Not CO	{'Not CO': 0.9999780808044609}	0.00025728149649773246	USA	{'USA': 0.999999753058069}	4.074755636480603e-06	CA/Sacramento	{'CA/Sacramento': 0.9868661325787137, 'CA/Yolo': 0.013113998253536744}	0.07017756428907011	CA	{'CA': 0.9999989631357048}	1.760514805329763e-05	CA/Sacramento	{'CA/Sacramento': 0.987617234978595, 'CA/Yolo': 0.012359494634296019}	0.06695988611213807	CA/Sacramento	{'CA/Sacramento': 0.985001786547693, 'CA/Yolo': 0.014971742808848096}	0.07817525988302472	False	wnv
NODE_0004171	Not CO	{'Not CO': 0.999977337816879}	0.00026524137280577805	USA	{'USA': 0.9999997501220713}	4.119728182880636e-06	CA/Sacramento	{'CA/Sacramento': 0.9997187655505557}	0.002638087646321354	CA	{'CA': 0.9999989559277798}	1.7714232535122807e-05	CA/Sacramento	{'CA/Sacramento': 0.9997461694274736}	0.00240981330266539	CA/Sacramento	{'CA/Sacramento': 0.9996293608598732}	0.003376030222876687	False	wnv
NODE_0004172	Not CO	{'Not CO': 0.9999781392394527}	0.000256654445443344	USA	{'USA': 0.9999997531338456}	4.073597447667711e-06	CA/Sacramento	{'CA/Sacramento': 0.9979326739319395}	0.017093908087975108	CA	{'CA': 0.9999989632629971}	1.7603269290641812e-05	CA/Sacramento	{'CA/Sacramento': 0.998028999110085}	0.01652425212696208	CA/Sacramento	{'CA/Contra-Costa': 0.0011128343519446347, 'CA/Sacramento': 0.9976108299831441, 'CA/Unknown': 0.0010462209520293642}	0.019528632007209182	False	wnv
NODE_0004174	Not CO	{'Not CO': 0.9999780824192527}	0.00025726417076993774	USA	{'USA': 0.9999997530587853}	4.074744693874062e-06	CA/Sacramento	{'CA/Sacramento': 0.9999382243943981}	0.0006676118574561158	CA	{'CA': 0.9999989631366067}	1.760513487600277e-05	CA/Sacramento	{'CA/Sacramento': 0.9999423271028751}	0.0006277445267467051	CA/Sacramento	{'CA/Sacramento': 0.999913548225132}	0.0009056323925358239	False	wnv
NODE_0004175	Not CO	{'Not CO': 0.9999773066730366}	0.00026557446721717486	USA	{'USA': 0.9999997500805758}	4.120361894698296e-06	CA/Sacramento	{'CA/Sacramento': 0.9982720101223503, 'CA/Yolo': 0.0016599687865905982}	0.01307205844269568	CA	{'CA': 0.999998955857754}	1.771526553379418e-05	CA/Sacramento	{'CA/Sacramento': 0.9983105048100509, 'CA/Yolo': 0.0016231063576875435}	0.012825272780795142	CA/Sacramento	{'CA/Sacramento': 0.9979025789023963, 'CA/Yolo': 0.002015888376202848}	0.015460173150803173	False	wnv
NODE_0004176	Not CO	{'Not CO': 0.9999780301140018}	0.00025782537413014607	USA	{'USA': 0.999999752777589}	4.079055029311626e-06	CA/Sacramento	{'CA/Sacramento': 0.9856192333641599, 'CA/Yolo': 0.0143569256923993}	0.07554221439427654	CA	{'CA': 0.9999989624041147}	1.761625512590731e-05	CA/Sacramento	{'CA/Sacramento': 0.9863668596738303, 'CA/Yolo': 0.013605882008106024}	0.07241139219013679	CA/Sacramento	{'CA/Sacramento': 0.983534192523183, 'CA/Yolo': 0.01643460746415105}	0.08429018553526775	False	wnv
NODE_0004177	Not CO	{'Not CO': 0.9999758575650339}	0.00028104635126245485	USA	{'USA': 0.9999997266678196}	4.4825552175984285e-06	CA/Sacramento	{'CA/Sacramento': 0.9997950884879364}	0.0019546342918470515	CA	{'CA': 0.9999988489915672}	1.9426547785461543e-05	CA/Sacramento	{'CA/Sacramento': 0.9998167088760728}	0.0017704730294017764	CA/Sacramento	{'CA/Sacramento': 0.9997330922369562}	0.002477128781913595	False	wnv
NODE_0004181	Not CO	{'Not CO': 0.9999781128572633}	0.00025693756552251597	USA	{'USA': 0.9999997530972754}	4.074156408828891e-06	CA/Sacramento	{'CA/Contra-Costa': 0.007032462667754812, 'CA/Sacramento': 0.9820027403095751, 'CA/Unknown': 0.0052713107534136106, 'CA/Yolo': 0.005671688314119364}	0.10999930653147615	CA	{'CA': 0.9999989632010142}	1.7604184375973754e-05	CA/Sacramento	{'CA/Contra-Costa': 0.006964147659414078, 'CA/Sacramento': 0.9818771687662842, 'CA/Unknown': 0.005642379145292849, 'CA/Yolo': 0.005489424663316917}	0.11073851541070578	CA/Sacramento	{'CA/Contra-Costa': 0.007271706968920699, 'CA/Sacramento': 0.9807210664665249, 'CA/Unknown': 0.005351659239856461, 'CA/Yolo': 0.006625630545730557}	0.11655580013211304	False	wnv
NODE_0004182	Not CO	{'Not CO': 0.9999781666361978}	0.0002563604039995631	USA	{'USA': 0.9999997531708861}	4.073031290972275e-06	CA/Sacramento	{'CA/Contra-Costa': 0.03285953270661419, 'CA/Sacramento': 0.6948965096926789, 'CA/Unknown': 0.02371313719435319, 'CA/Yolo': 0.2464050150137962}	0.8220269699381585	CA	{'CA': 0.9999989633255737}	1.7602345525860245e-05	CA/Sacramento	{'CA/Contra-Costa': 0.032944437653872, 'CA/Sacramento': 0.6906983484161022, 'CA/Unknown': 0.02435698012082263, 'CA/Yolo': 0.24895633567774547}	0.8381913768166044	CA/Sacramento	{'CA/Contra-Costa': 0.033408799947485406, 'CA/Sacramento': 0.6896432454456249, 'CA/Unknown': 0.023840293984285027, 'CA/Yolo': 0.2505474333106662}	0.8330035532849153	False	wnv
NODE_0004185	Not CO	{'Not CO': 0.9999781662574226}	0.00025636446949833883	USA	{'USA': 0.999999753170704}	4.073034074442491e-06	CA/Sacramento	{'CA/Sacramento': 0.9999976814794215}	3.5232949023493265e-05	CA	{'CA': 0.9999989633253392}	1.7602348954645204e-05	CA/Sacramento	{'CA/Sacramento': 0.9999980228299783}	3.089092353084088e-05	CA/Sacramento	{'CA/Sacramento': 0.9999966151084559}	5.024253537774541e-05	False	wnv
NODE_0004186	Not CO	{'Not CO': 0.999978913133238}	0.0002483345533735465	USA	{'USA': 0.9999997561085558}	4.0279957047051955e-06	CA/Sacramento	{'CA/Sacramento': 0.9999977479547032}	3.434402528569728e-05	CA	{'CA': 0.9999989705356167}	1.7493166350904616e-05	CA/Sacramento	{'CA/Sacramento': 0.9999980756337838}	3.0173541406551207e-05	CA/Sacramento	{'CA/Sacramento': 0.9999967262350646}	4.8797717594417583e-05	False	wnv
NODE_0004192	Not CO	{'Not CO': 0.9999773508924824}	0.00026510769531775346	USA	{'USA': 0.9999997441890994}	4.212104515725777e-06	CA/Sacramento	{'CA/Contracosta': 0.0014082391729119308, 'CA/Sacramento': 0.9983450581947411}	0.013705195238532922	CA	{'CA': 0.9999989248045714}	1.8218070584527488e-05	CA/Sacramento	{'CA/Contracosta': 0.0013424192289293363, 'CA/Sacramento': 0.9983890929148134}	0.01370486892210818	CA/Sacramento	{'CA/Contracosta': 0.0016112430655901492, 'CA/Sacramento': 0.9980615164219683}	0.015947629444158746	False	wnv
NODE_0004193	Not CO	{'Not CO': 0.9999780722404095}	0.0002573734013923822	USA	{'USA': 0.9999997529743262}	4.076039813211197e-06	CA/Sacramento	{'CA/Sacramento': 0.999896269698602}	0.001079456902831822	CA	{'CA': 0.9999989629072225}	1.7608624171176755e-05	CA/Sacramento	{'CA/Sacramento': 0.9999034208045303}	0.0010140991020348843	CA/Sacramento	{'CA/Sacramento': 0.9998605308853719}	0.0014117687765223092	False	wnv
NODE_0004195	Not CO	{'Not CO': 0.9999698600610663}	0.0003441772267640712	USA	{'USA': 0.9999996592703674}	5.51281287917075e-06	CA/Sacramento	{'CA/Sacramento': 0.9961994975370914, 'CA/Yolo': 0.002287877421180758}	0.03021448931850143	CA	{'CA': 0.9999985567264633}	2.4041806963165132e-05	CA/Sacramento	{'CA/Sacramento': 0.9962277387346523, 'CA/Yolo': 0.0022476056362187003}	0.030590224470689847	CA/Sacramento	{'CA/Sacramento': 0.9954782986617209, 'CA/Yolo': 0.0027244238163197797}	0.035397750124823026	False	wnv
NODE_0004199	Not CO	{'Not CO': 0.9999789121290729}	0.0002483453663080727	USA	{'USA': 0.9999997561080853}	4.02800289729142e-06	CA/Sacramento	{'CA/Sacramento': 0.997482715979201, 'CA/Yolo': 0.0025129300592656185}	0.017627807277918007	CA	{'CA': 0.9999989705350238}	1.7493175016661814e-05	CA/Sacramento	{'CA/Sacramento': 0.9975759439374633, 'CA/Yolo': 0.002418944891509781}	0.017079195215917362	CA/Sacramento	{'CA/Sacramento': 0.9970594377868992, 'CA/Yolo': 0.0029345484524172195}	0.02014403142425145	False	wnv
NODE_0004202	Not CO	{'Not CO': 0.999978139231324}	0.00025665453268089314	USA	{'USA': 0.9999997531338436}	4.07359747748851e-06	CA/Yuba	{'CA/Kings': 0.2916280472599766, 'CA/Sacramento': 0.2212584696448883, 'CA/Yolo': 0.11246690881255644, 'CA/Yuba': 0.33670618105636035}	1.599527883165447	CA	{'CA': 0.9999989632629951}	1.7603269319979947e-05	CA/Yuba	{'CA/Kings': 0.2884286937026966, 'CA/Sacramento': 0.21464381762464002, 'CA/Yolo': 0.11183605600479703, 'CA/Yuba': 0.3321975204050062}	1.7238614316035554	CA/Yuba	{'CA/Kings': 0.29063997823766563, 'CA/Sacramento': 0.2162609310032155, 'CA/Yolo': 0.11359484629527863, 'CA/Yuba': 0.3357281799558588}	1.6419012203643417	False	wnv
NODE_0004204	Not CO	{'Not CO': 0.9999780810916951}	0.00025727841470072135	USA	{'USA': 0.9999997530582034}	4.074753643079102e-06	CA/Sacramento	{'CA/Sacramento': 0.9972001285664746, 'CA/Yolo': 0.0027576613006134506}	0.01957113587172871	CA	{'CA': 0.999998963135812}	1.7605146914529396e-05	CA/Sacramento	{'CA/Sacramento': 0.9972671118543587, 'CA/Yolo': 0.0026867825779609343}	0.019222054172935498	CA/Sacramento	{'CA/Sacramento': 0.9967229851548564, 'CA/Yolo': 0.0032238372618228163}	0.022423113615644297	False	wnv
NODE_0004214	Not CO	{'Not CO': 0.99997808206265}	0.0002572679969345058	USA	{'USA': 0.9999997530582633}	4.07475267687226e-06	CA/Yolo	{'CA/Sacramento': 0.026211018495342034, 'CA/Yolo': 0.9735920291391611}	0.1234138275971465	CA	{'CA': 0.9999989631356972}	1.7605148318780653e-05	CA/Yolo	{'CA/Sacramento': 0.023163316769629114, 'CA/Yolo': 0.9766474986963222}	0.11219438858474938	CA/Yolo	{'CA/Sacramento': 0.028145368973472144, 'CA/Yolo': 0.9716286104096284}	0.13064297626592483	False	wnv
NODE_0004215	Not CO	{'Not CO': 0.9999773379035167}	0.00026524044613043145	USA	{'USA': 0.9999997501220803}	4.119728043980281e-06	CA/Yolo	{'CA/Sacramento': 0.020797530433487737, 'CA/San-Diego': 0.0029168668966198874, 'CA/Yolo': 0.9761889342224259}	0.12246286924301499	CA	{'CA': 0.9999989559277864}	1.7714232437755936e-05	CA/Yolo	{'CA/Sacramento': 0.018289169513272592, 'CA/San-Diego': 0.0026600201736808205, 'CA/Yolo': 0.9789202087689344}	0.11167990855542001	CA/Yolo	{'CA/Sacramento': 0.022327206307053184, 'CA/San-Diego': 0.0032412939897050862, 'CA/Yolo': 0.9743020416752313}	0.13062516648546568	False	wnv
NODE_0004216	Not CO	{'Not CO': 0.9999781118897065}	0.00025694794817492523	USA	{'USA': 0.9999997530968113}	4.074163499041076e-06	CA/Yolo	{'CA/Sacramento': 0.016639981770946256, 'CA/Yolo': 0.9828620618217254}	0.08896409190527413	CA	{'CA': 0.9999989632004281}	1.760419294508405e-05	CA/Yolo	{'CA/Sacramento': 0.014554632376933966, 'CA/Yolo': 0.9850069565314932}	0.07987032948910511	CA/Yolo	{'CA/Sacramento': 0.017869786359979878, 'CA/Yolo': 0.9815964448547388}	0.09421832430957856	False	wnv
NODE_0004217	Not CO	{'Not CO': 0.9999781393153014}	0.000256653631433237	USA	{'USA': 0.9999997531338575}	4.073597262834764e-06	CA/Yolo	{'CA/Sacramento': 0.05926819771225243, 'CA/Yolo': 0.9396826380697904}	0.23388979925390582	CA	{'CA': 0.9999989632630099}	1.7603269105998902e-05	CA/Yolo	{'CA/Sacramento': 0.054062254777366266, 'CA/Yolo': 0.9449527108014425}	0.2189586513055514	CA/Yolo	{'CA/Sacramento': 0.06516733560911289, 'CA/Yolo': 0.9336640351825635}	0.25087624790670904	False	wnv
NODE_0004218	Not CO	{'Not CO': 0.9999781412187654}	0.0002566332033218316	USA	{'USA': 0.999999753134781}	4.073583157746389e-06	CA/Yolo	{'CA/Contra-Costa': 0.0019959007113139983, 'CA/Sacramento': 0.04077239031726645, 'CA/San-Diego': 0.007644635565911917, 'CA/Yolo': 0.9492252085208369}	0.23422123065462316	CA	{'CA': 0.9999989632641785}	1.7603252035658742e-05	CA/Yolo	{'CA/Contra-Costa': 0.001882296473621633, 'CA/Sacramento': 0.03697294002627733, 'CA/San-Diego': 0.007169831397785404, 'CA/Yolo': 0.9534675163746139}	0.2211461956212223	CA/Yolo	{'CA/Contra-Costa': 0.0022486083103423877, 'CA/Sacramento': 0.04471283735664069, 'CA/San-Diego': 0.008566272502904818, 'CA/Yolo': 0.9439853431051562}	0.25395573262337223	False	wnv
NODE_0004225	Not CO	{'Not CO': 0.9999772833588829}	0.00026582379243241086	USA	{'USA': 0.9999997500480429}	4.1208587360918896e-06	CA/San-Diego	{'CA/San-Diego': 0.9999997485299501}	5.0159117983043495e-06	CA	{'CA': 0.999998955802678}	1.771607810679463e-05	CA/San-Diego	{'CA/San-Diego': 0.9999996809237337}	6.539405192299336e-06	CA/San-Diego	{'CA/San-Diego': 0.9999995788070127}	8.221363673398352e-06	False	wnv
NODE_0004226	Not CO	{'Not CO': 0.9999773653533139}	0.00026494682516734787	USA	{'USA': 0.9999997501591341}	4.119162153570563e-06	CA/San-Diego	{'CA/San-Diego': 0.9999997561294965}	4.87642183199499e-06	CA	{'CA': 0.9999989559903762}	1.7713309078411446e-05	CA/San-Diego	{'CA/San-Diego': 0.999999688437524}	6.400024781425192e-06	CA/San-Diego	{'CA/San-Diego': 0.9999995921932763}	7.982151775911269e-06	False	wnv
NODE_0004228	Not CO	{'Not CO': 0.9999788857568633}	0.0002486293290629698	USA	{'USA': 0.9999997560715179}	4.028562282384841e-06	CA/San-Diego	{'CA/San-Diego': 0.9999997573317982}	4.855275198032046e-06	CA	{'CA': 0.9999989704730426}	1.7494090669392627e-05	CA/San-Diego	{'CA/San-Diego': 0.9999996897562442}	6.37601287992045e-06	CA/San-Diego	{'CA/San-Diego': 0.9999995945632127}	7.941402702569358e-06	False	wnv
NODE_0004229	Not CO	{'Not CO': 0.9999781109261723}	0.0002569582876233598	USA	{'USA': 0.9999997530963471}	4.074170590510001e-06	CA/San-Diego	{'CA/San-Diego': 0.9999997567214823}	4.866016063485405e-06	CA	{'CA': 0.9999989631998412}	1.7604201518125577e-05	CA/San-Diego	{'CA/San-Diego': 0.9999996890880074}	6.388183174529724e-06	CA/San-Diego	{'CA/San-Diego': 0.9999995933584981}	7.962128479304054e-06	False	wnv
NODE_0004231	Not CO	{'Not CO': 0.9999789131438526}	0.0002483344390736004	USA	{'USA': 0.9999997561085581}	4.02799567224345e-06	CA/San-Diego	{'CA/San-Diego': 0.9999997573339289}	4.855239470940421e-06	CA	{'CA': 0.9999989705356189}	1.749316631955911e-05	CA/San-Diego	{'CA/San-Diego': 0.9999996897582978}	6.375977655804748e-06	CA/San-Diego	{'CA/San-Diego': 0.9999995945681456}	7.941322056429462e-06	False	wnv
NODE_0004233	Not CO	{'Not CO': 0.9999781380010222}	0.00025666773627443023	USA	{'USA': 0.9999997531332636}	4.073606337522024e-06	CA/Sacramento	{'CA/Sacramento': 0.9999864845092131}	0.0001784878670570604	CA	{'CA': 0.9999989632622613}	1.760328003956004e-05	CA/Sacramento	{'CA/Sacramento': 0.99998797426058}	0.00016133278194599608	CA/Sacramento	{'CA/Sacramento': 0.9999816904742536}	0.00023740911711851633	False	wnv
NODE_0004235	Not CO	{'Not CO': 0.9999771248604029}	0.0002675182921518195	USA	{'USA': 0.9999997493777961}	4.1311213886401056e-06	CA/Sacramento	{'CA/Sacramento': 0.9998302530396417}	0.001650957583515491	CA	{'CA': 0.9999989541011463}	1.7741859946112673e-05	CA/Sacramento	{'CA/Sacramento': 0.9998473339914685}	0.0015022000536405557	CA/Sacramento	{'CA/Sacramento': 0.9997781161699183}	0.0020998942170626467	False	wnv
NODE_0004236	Not CO	{'Not CO': 0.9999739034738382}	0.0003017701507249244	USA	{'USA': 0.9999996981808238}	4.920471010948794e-06	CA/Sacramento	{'CA/Sacramento': 0.9896553100538058, 'CA/Yolo': 0.01032506182805478}	0.05780021009257745	CA	{'CA': 0.9999987191457028}	2.1492466217955538e-05	CA/Sacramento	{'CA/Sacramento': 0.990242840385132, 'CA/Yolo': 0.009733826382727516}	0.055154690643258536	CA/Sacramento	{'CA/Sacramento': 0.9882321892091027, 'CA/Yolo': 0.011741572015811077}	0.06426815794621255	False	wnv
NODE_0004241	Not CO	{'Not CO': 0.9999781096455748}	0.0002569720293289456	USA	{'USA': 0.9999997530957588}	4.074179576498072e-06	CA/Sacramento	{'CA/Sacramento': 0.9999967530145977}	4.733385044872443e-05	CA	{'CA': 0.9999989631990992}	1.760421235504009e-05	CA/Sacramento	{'CA/Sacramento': 0.9999972275947998}	4.1409988228395074e-05	CA/Sacramento	{'CA/Sacramento': 0.9999952334384709}	6.772790557229091e-05	False	wnv
NODE_0004243	Not CO	{'Not CO': 0.999978111854618}	0.00025694832470273525	USA	{'USA': 0.9999997530968056}	4.074163588116844e-06	CA/Sacramento	{'CA/Sacramento': 0.9942421277380258, 'CA/Yolo': 0.005748732367409713}	0.03553974536774407	CA	{'CA': 0.9999989632004223}	1.76041930280627e-05	CA/Sacramento	{'CA/Sacramento': 0.9944655175707642, 'CA/Yolo': 0.0055236125399959965}	0.0344089426132038	CA/Sacramento	{'CA/Sacramento': 0.9933635528522476, 'CA/Yolo': 0.006624060183796217}	0.040037190797616404	False	wnv
NODE_0004245	Not CO	{'Not CO': 0.9999781128611445}	0.00025693752387533444	USA	{'USA': 0.9999997530972762}	4.0741563988797575e-06	CA/Yolo	{'CA/Lake': 0.025606109007615285, 'CA/Sacramento': 0.25047560081977494, 'CA/Yolo': 0.7215875335944236}	0.7015604796973479	CA	{'CA': 0.9999989632010148}	1.7604184366651208e-05	CA/Yolo	{'CA/Lake': 0.02552335272136414, 'CA/Sacramento': 0.24591087899807298, 'CA/Yolo': 0.7252076068711506}	0.7087656322335443	CA/Yolo	{'CA/Lake': 0.025597244147464695, 'CA/Sacramento': 0.24662990806364465, 'CA/Yolo': 0.7250088492967067}	0.7021058270274843	False	wnv
NODE_0004246	Not CO	{'Not CO': 0.9999781666363349}	0.00025636040252699857	USA	{'USA': 0.9999997531708862}	4.0730312907459375e-06	CA/Yolo	{'CA/Sacramento': 0.005408448869740578, 'CA/Yolo': 0.9944454782804815}	0.035284868018561795	CA	{'CA': 0.9999989633255737}	1.7602345525773566e-05	CA/Yolo	{'CA/Sacramento': 0.004911825509534071, 'CA/Yolo': 0.9949410640264748}	0.032737419936645744	CA/Yolo	{'CA/Sacramento': 0.005939349198293472, 'CA/Yolo': 0.9938898530230184}	0.03830353982987579	False	wnv
NODE_0004247	Not CO	{'Not CO': 0.9999789131461913}	0.00024833441389275927	USA	{'USA': 0.999999756108558}	4.027995670283428e-06	CA/Yolo	{'CA/Sacramento': 0.002712541438258437, 'CA/Yolo': 0.9957757079989523, 'CA/Yuba': 0.001391287498193987}	0.03104598216491315	CA	{'CA': 0.999998970535619}	1.7493166317934034e-05	CA/Yolo	{'CA/Sacramento': 0.0024527858065318438, 'CA/Yolo': 0.9960852954378967, 'CA/Yuba': 0.0012987842134765805}	0.0295547667894224	CA/Yolo	{'CA/Sacramento': 0.0029896479457920126, 'CA/Yolo': 0.9952799085730313, 'CA/Yuba': 0.0015716227757419962}	0.034377212769977745	False	wnv
NODE_0004249	Not CO	{'Not CO': 0.9999773389980248}	0.0002652287392642493	USA	{'USA': 0.99999975012257}	4.119720569286007e-06	CA/Sacramento	{'CA/Sacramento': 0.8765918916663417, 'CA/Yolo': 0.12329175318814409}	0.3747064119470931	CA	{'CA': 0.9999989559284003}	1.7714223479276473e-05	CA/Sacramento	{'CA/Sacramento': 0.8704113774624855, 'CA/Yolo': 0.12946962274549728}	0.3867178631607715	CA/Sacramento	{'CA/Sacramento': 0.871079177790426, 'CA/Yolo': 0.12878041358401912}	0.38559009868040756	False	wnv
NODE_0004250	Not CO	{'Not CO': 0.9999781392812089}	0.00025665399731601864	USA	{'USA': 0.9999997531338519}	4.073597351865418e-06	CA/Sacramento	{'CA/Butte': 0.004021772281076023, 'CA/Sacramento': 0.8740763857379262, 'CA/Yolo': 0.12176966172532533}	0.3980237201188971	CA	{'CA': 0.9999989632630034}	1.7603269202475935e-05	CA/Sacramento	{'CA/Butte': 0.003825801679120805, 'CA/Sacramento': 0.8679611159406317, 'CA/Yolo': 0.12803542890539363}	0.40983790099079076	CA/Sacramento	{'CA/Butte': 0.004577021184804086, 'CA/Sacramento': 0.8681993456771869, 'CA/Yolo': 0.12704398830254313}	0.41188034961217074	False	wnv
NODE_0004253	Not CO	{'Not CO': 0.9999781392481764}	0.000256654351819723	USA	{'USA': 0.9999997531338459}	4.073597439934929e-06	CA/Sacramento	{'CA/Sacramento': 0.9999778117648942}	0.0002643864985413119	CA	{'CA': 0.9999989632629985}	1.760326927126857e-05	CA/Sacramento	{'CA/Sacramento': 0.9999794281229109}	0.00024718560728248593	CA/Sacramento	{'CA/Sacramento': 0.9999698409272367}	0.000350628209992502	False	wnv
NODE_0004255	Not CO	{'Not CO': 0.9999781129664672}	0.00025693639367827854	USA	{'USA': 0.9999997530972939}	4.074156128985946e-06	CA/Sacramento	{'CA/Sacramento': 0.999997720884013}	3.471011227636172e-05	CA	{'CA': 0.9999989632010321}	1.7604184115504323e-05	CA/Sacramento	{'CA/Sacramento': 0.9999980543632372}	3.04661241056112e-05	CA/Sacramento	{'CA/Sacramento': 0.9999966813894411}	4.938776243747698e-05	False	wnv
NODE_0004256	Not CO	{'Not CO': 0.9999773683948301}	0.00026491428926674765	USA	{'USA': 0.9999997501605512}	4.119140524906832e-06	CA/Sacramento	{'CA/Sacramento': 0.9999977002347327}	3.499056963431255e-05	CA	{'CA': 0.9999989559921613}	1.7713283020860906e-05	CA/Sacramento	{'CA/Sacramento': 0.9999980384263543}	3.0686531013115394e-05	CA/Sacramento	{'CA/Sacramento': 0.9999966476887631}	4.983326781306051e-05	False	wnv
NODE_0004257	Not CO	{'Not CO': 0.9999788858608377}	0.00024862820959222723	USA	{'USA': 0.9999997560715355}	4.028562013578361e-06	CA/Sacramento	{'CA/Sacramento': 0.9999977482065063}	3.434070411626674e-05	CA	{'CA': 0.9999989704730599}	1.7494090418956318e-05	CA/Sacramento	{'CA/Sacramento': 0.9999980758318572}	3.0170888704331636e-05	CA/Sacramento	{'CA/Sacramento': 0.9999967267297158}	4.879137329319577e-05	False	wnv
NODE_0004258	Not CO	{'Not CO': 0.999978140320442}	0.0002566428442132522	USA	{'USA': 0.9999997531343281}	4.0735900749776976e-06	CA/Sacramento	{'CA/Sacramento': 0.9999977243838563}	3.4663599286452565e-05	CA	{'CA': 0.9999989632636019}	1.7603260458437892e-05	CA/Sacramento	{'CA/Sacramento': 0.9999980572497064}	3.0427178786145965e-05	CA/Sacramento	{'CA/Sacramento': 0.999996687516471}	4.930859766530515e-05	False	wnv
