strain	CO	CO_confidence	CO_entropy	country	country_confidence	country_entropy	division	division_confidence	division_entropy	state	state_confidence	state_entropy	trap	trap_confidence	trap_entropy	zone	zone_confidence	zone_entropy	is_terminal	build
KJ501519/2002/USA/VA/Unknown/WN02/unknown/Bird-crow	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	VA	{'VA': 1.0}	-1.000088900581841e-12	VA	{'VA': 1.0}	-1.000088900581841e-12	VA	{'VA': 0.9999999999999999}	-9.99866855976916e-13	VA	{'VA': 0.9999999999999999}	-9.99866855976916e-13	True	wnv
KJ501520/2004/USA/MN/Unknown/WN02/unknown/Bird-other	Not CO	{'Not CO': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	MN	{'MN': 1.0}	-1.000088900581841e-12	MN	{'MN': 1.0}	-1.000088900581841e-12	MN	{'MN': 1.0}	-1.000088900581841e-12	MN	{'MN': 1.0}	-1.000088900581841e-12	True	wnv
KJ501521/2006/USA/NV/Unknown/SW03/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	NV/Unknown	{'NV/Unknown': 1.0}	-1.000088900581841e-12	NV	{'NV': 1.0}	-1.000088900581841e-12	NV/Unknown	{'NV/Unknown': 0.9999999999999999}	-9.99866855976916e-13	NV/Unknown	{'NV/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KJ501522/2004/USA/NC/Unknown/SW03/unknown/Bird-other	Not CO	{'Not CO': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	NC/Unknown	{'NC/Unknown': 1.0}	-1.000088900581841e-12	NC	{'NC': 1.0}	-1.000088900581841e-12	NC/Unknown	{'NC/Unknown': 0.9999999999999999}	-9.99866855976916e-13	NC/Unknown	{'NC/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KJ501523/2006/USA/NC/Unknown/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	NC/Unknown	{'NC/Unknown': 0.9999999999999999}	-9.99866855976916e-13	NC	{'NC': 1.0}	-1.000088900581841e-12	NC/Unknown	{'NC/Unknown': 1.0}	-1.000088900581841e-12	NC/Unknown	{'NC/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KJ501524/2006/USA/NC/Unknown/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	NC/Unknown	{'NC/Unknown': 0.9999999999999999}	-9.99866855976916e-13	NC	{'NC': 1.0}	-1.000088900581841e-12	NC/Unknown	{'NC/Unknown': 1.0}	-1.000088900581841e-12	NC/Unknown	{'NC/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KJ501525/2004/USA/SD/Unknown/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	SD/Unknown	{'SD/Unknown': 1.0}	-1.000088900581841e-12	SD	{'SD': 1.0}	-1.000088900581841e-12	SD/Unknown	{'SD/Unknown': 0.9999999999999999}	-9.99866855976916e-13	SD/Unknown	{'SD/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KJ501526/2006/USA/SD/Unknown/SW03/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	SD/Unknown	{'SD/Unknown': 1.0}	-1.000088900581841e-12	SD	{'SD': 1.0}	-1.000088900581841e-12	SD/Unknown	{'SD/Unknown': 1.0}	-1.000088900581841e-12	SD/Unknown	{'SD/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KJ501527/2003/USA/TX/Unknown/WN02/unknown/Bird-crow	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	TX/Unknown	{'TX/Unknown': 1.0}	-1.000088900581841e-12	TX	{'TX': 0.9999999999999999}	-9.99866855976916e-13	TX/Unknown	{'TX/Unknown': 1.0}	-1.000088900581841e-12	TX/Unknown	{'TX/Unknown': 0.9999999999999999}	-9.99866855976916e-13	True	wnv
KJ501529/2006/USA/WI/Unknown/SW03/unknown/Bird-other	Not CO	{'Not CO': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	WI	{'WI': 1.0}	-1.000088900581841e-12	WI	{'WI': 1.0}	-1.000088900581841e-12	WI	{'WI': 1.0}	-1.000088900581841e-12	WI	{'WI': 1.0}	-1.000088900581841e-12	True	wnv
KJ501530/2012/USA/PA/Unknown/WN02/unknown/Bird-other	Not CO	{'Not CO': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	PA/Unknown	{'PA/Unknown': 1.0}	-1.000088900581841e-12	PA	{'PA': 1.0}	-1.000088900581841e-12	PA/Unknown	{'PA/Unknown': 1.0}	-1.000088900581841e-12	PA/Unknown	{'PA/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KJ501531/2012/USA/NY/Unknown/WN02/unknown/Mosquito-Culex	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	NY	{'NY': 0.9999999999999999}	-9.99866855976916e-13	NY	{'NY': 1.0}	-1.000088900581841e-12	NY	{'NY': 0.9999999999999999}	-9.99866855976916e-13	NY	{'NY': 1.0}	-1.000088900581841e-12	True	wnv
KJ501532/2012/USA/NY/Unknown/WN02/unknown/Mosquito-Culex	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	NY	{'NY': 0.9999999999999999}	-9.99866855976916e-13	NY	{'NY': 1.0}	-1.000088900581841e-12	NY	{'NY': 0.9999999999999999}	-9.99866855976916e-13	NY	{'NY': 1.0}	-1.000088900581841e-12	True	wnv
KJ501533/2012/USA/NY/Unknown/WN02/unknown/Mosquito-Culex	Not CO	{'Not CO': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	NY	{'NY': 1.0}	-1.000088900581841e-12	NY	{'NY': 1.0}	-1.000088900581841e-12	NY	{'NY': 1.0}	-1.000088900581841e-12	NY	{'NY': 1.0}	-1.000088900581841e-12	True	wnv
KJ501534/2011/USA/NY/Unknown/WN02/unknown/Mosquito-Culex	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	NY	{'NY': 1.0}	-1.000088900581841e-12	NY	{'NY': 1.0}	-1.000088900581841e-12	NY	{'NY': 1.0}	-1.000088900581841e-12	NY	{'NY': 1.0}	-1.000088900581841e-12	True	wnv
KJ501535/2011/USA/NY/Unknown/WN02/unknown/Mosquito-Culex	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	NY	{'NY': 1.0}	-1.000088900581841e-12	NY	{'NY': 1.0}	-1.000088900581841e-12	NY	{'NY': 1.0}	-1.000088900581841e-12	NY	{'NY': 1.0}	-1.000088900581841e-12	True	wnv
KJ501536/2011/USA/NY/Unknown/WN02/unknown/Mosquito-Culex	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	NY	{'NY': 1.0}	-1.000088900581841e-12	NY	{'NY': 1.0}	-1.000088900581841e-12	NY	{'NY': 1.0}	-1.000088900581841e-12	NY	{'NY': 1.0}	-1.000088900581841e-12	True	wnv
KJ501537/2011/USA/NY/Unknown/WN02/unknown/Mosquito-Culex	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	NY	{'NY': 1.0}	-1.000088900581841e-12	NY	{'NY': 1.0}	-1.000088900581841e-12	NY	{'NY': 1.0}	-1.000088900581841e-12	NY	{'NY': 1.0}	-1.000088900581841e-12	True	wnv
KJ501538/2011/USA/NY/Unknown/WN02/unknown/Mosquito-Culex	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	NY	{'NY': 1.0}	-1.000088900581841e-12	NY	{'NY': 1.0}	-1.000088900581841e-12	NY	{'NY': 1.0}	-1.000088900581841e-12	NY	{'NY': 1.0}	-1.000088900581841e-12	True	wnv
KJ501539/2011/USA/NY/Unknown/WN02/unknown/Mosquito-Culex	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	NY	{'NY': 1.0}	-1.000088900581841e-12	NY	{'NY': 1.0}	-1.000088900581841e-12	NY	{'NY': 1.0}	-1.000088900581841e-12	NY	{'NY': 1.0}	-1.000088900581841e-12	True	wnv
KJ786934/2001/USA/NY/Unknown/NY99/unknown/Human	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	NY	{'NY': 1.0}	-1.000088900581841e-12	NY	{'NY': 1.0}	-1.000088900581841e-12	NY	{'NY': 1.0}	-1.000088900581841e-12	NY	{'NY': 0.9999999999999999}	-9.99866855976916e-13	True	wnv
KJ786935/2012/USA/TX/Harris/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	TX/Harris	{'TX/Harris': 1.0}	-1.000088900581841e-12	TX	{'TX': 1.0}	-1.000088900581841e-12	TX/Harris	{'TX/Harris': 1.0}	-1.000088900581841e-12	TX/Harris	{'TX/Harris': 1.0}	-1.000088900581841e-12	True	wnv
KJ786936/2012/USA/TX/Harris/WN02/unknown/Bird-other	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	TX/Harris	{'TX/Harris': 1.0}	-1.000088900581841e-12	TX	{'TX': 1.0}	-1.000088900581841e-12	TX/Harris	{'TX/Harris': 1.0}	-1.000088900581841e-12	TX/Harris	{'TX/Harris': 1.0}	-1.000088900581841e-12	True	wnv
KM012170/2012/USA/AZ/Unknown/WN02/unknown/Human	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	AZ/Unknown	{'AZ/Unknown': 1.0}	-1.000088900581841e-12	AZ	{'AZ': 1.0}	-1.000088900581841e-12	AZ/Unknown	{'AZ/Unknown': 1.0}	-1.000088900581841e-12	AZ/Unknown	{'AZ/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KM012171/2012/USA/MS/Unknown/WN02/unknown/Human	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	MS/Unknown	{'MS/Unknown': 1.0}	-1.000088900581841e-12	MS	{'MS': 1.0}	-1.000088900581841e-12	MS/Unknown	{'MS/Unknown': 1.0}	-1.000088900581841e-12	MS/Unknown	{'MS/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KM012172/2012/USA/TX/Unknown/SW03/unknown/Human	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	TX/Unknown	{'TX/Unknown': 0.9999999999999999}	-9.99866855976916e-13	TX	{'TX': 1.0}	-1.000088900581841e-12	TX/Unknown	{'TX/Unknown': 1.0}	-1.000088900581841e-12	TX/Unknown	{'TX/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KM012173/2012/USA/SD/Unknown/WN02/unknown/Human	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	SD/Unknown	{'SD/Unknown': 0.9999999999999999}	-9.99866855976916e-13	SD	{'SD': 1.0}	-1.000088900581841e-12	SD/Unknown	{'SD/Unknown': 1.0}	-1.000088900581841e-12	SD/Unknown	{'SD/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KM012174/2012/USA/AZ/Unknown/WN02/unknown/Human	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	AZ/Unknown	{'AZ/Unknown': 1.0}	-1.000088900581841e-12	AZ	{'AZ': 1.0}	-1.000088900581841e-12	AZ/Unknown	{'AZ/Unknown': 1.0}	-1.000088900581841e-12	AZ/Unknown	{'AZ/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KM012175/2012/USA/CA/Unknown/WN02/unknown/Human	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CA/Unknown	{'CA/Unknown': 0.9999999999999999}	-9.99866855976916e-13	CA	{'CA': 1.0}	-1.000088900581841e-12	CA/Unknown	{'CA/Unknown': 1.0}	-1.000088900581841e-12	CA/Unknown	{'CA/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KM012176/2012/USA/NC/Unknown/WN02/unknown/Human	Not CO	{'Not CO': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	NC/Unknown	{'NC/Unknown': 1.0}	-1.000088900581841e-12	NC	{'NC': 1.0}	-1.000088900581841e-12	NC/Unknown	{'NC/Unknown': 1.0}	-1.000088900581841e-12	NC/Unknown	{'NC/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KM012177/2012/USA/WY/Unknown/WN02/unknown/Human	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	WY/Unknown	{'WY/Unknown': 1.0}	-1.000088900581841e-12	WY	{'WY': 1.0}	-1.000088900581841e-12	WY/Unknown	{'WY/Unknown': 0.9999999999999999}	-9.99866855976916e-13	WY/Unknown	{'WY/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KM012178/2012/USA/TX/Unknown/WN02/unknown/Human	Not CO	{'Not CO': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	TX/Unknown	{'TX/Unknown': 1.0}	-1.000088900581841e-12	TX	{'TX': 1.0}	-1.000088900581841e-12	TX/Unknown	{'TX/Unknown': 1.0}	-1.000088900581841e-12	TX/Unknown	{'TX/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KM012179/2012/USA/SD/Unknown/WN02/unknown/Human	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	SD/Unknown	{'SD/Unknown': 1.0}	-1.000088900581841e-12	SD	{'SD': 1.0}	-1.000088900581841e-12	SD/Unknown	{'SD/Unknown': 1.0}	-1.000088900581841e-12	SD/Unknown	{'SD/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KM012180/2012/USA/GA/Unknown/WN02/unknown/Human	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	GA	{'GA': 1.0}	-1.000088900581841e-12	GA	{'GA': 1.0}	-1.000088900581841e-12	GA	{'GA': 1.0}	-1.000088900581841e-12	GA	{'GA': 1.0}	-1.000088900581841e-12	True	wnv
KM012181/2012/USA/LA/Unknown/WN02/unknown/Human	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	LA	{'LA': 0.9999999999999999}	-9.99866855976916e-13	LA	{'LA': 1.0}	-1.000088900581841e-12	LA	{'LA': 1.0}	-1.000088900581841e-12	LA	{'LA': 1.0}	-1.000088900581841e-12	True	wnv
KM012182/2012/USA/NM/Unknown/WN02/unknown/Human	Not CO	{'Not CO': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	NM/Unknown	{'NM/Unknown': 1.0}	-1.000088900581841e-12	NM	{'NM': 0.9999999999999999}	-9.99866855976916e-13	NM/Unknown	{'NM/Unknown': 1.0}	-1.000088900581841e-12	NM/Unknown	{'NM/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KM012183/2012/USA/TX/Unknown/WN02/unknown/Human	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	TX/Unknown	{'TX/Unknown': 1.0}	-1.000088900581841e-12	TX	{'TX': 1.0}	-1.000088900581841e-12	TX/Unknown	{'TX/Unknown': 0.9999999999999999}	-9.99866855976916e-13	TX/Unknown	{'TX/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KM012184/2012/USA/OH/Unknown/WN02/unknown/Human	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	OH	{'OH': 1.0}	-1.000088900581841e-12	OH	{'OH': 1.0}	-1.000088900581841e-12	OH	{'OH': 1.0}	-1.000088900581841e-12	OH	{'OH': 1.0}	-1.000088900581841e-12	True	wnv
KM012185/2012/USA/NE/Unknown/WN02/unknown/Human	Not CO	{'Not CO': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	NE/Unknown	{'NE/Unknown': 1.0}	-1.000088900581841e-12	NE	{'NE': 1.0}	-1.000088900581841e-12	NE/Unknown	{'NE/Unknown': 1.0}	-1.000088900581841e-12	NE/Unknown	{'NE/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KM012186/2012/USA/OH/Unknown/WN02/unknown/Human	Not CO	{'Not CO': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	OH	{'OH': 1.0}	-1.000088900581841e-12	OH	{'OH': 1.0}	-1.000088900581841e-12	OH	{'OH': 0.9999999999999999}	-9.99866855976916e-13	OH	{'OH': 1.0}	-1.000088900581841e-12	True	wnv
KM012187/2012/USA/NE/Unknown/WN02/unknown/Human	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	NE/Unknown	{'NE/Unknown': 1.0}	-1.000088900581841e-12	NE	{'NE': 1.0}	-1.000088900581841e-12	NE/Unknown	{'NE/Unknown': 1.0}	-1.000088900581841e-12	NE/Unknown	{'NE/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KM012188/2012/USA/IL/Unknown/WN02/unknown/Human	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	IL/Unknown	{'IL/Unknown': 1.0}	-1.000088900581841e-12	IL	{'IL': 1.0}	-1.000088900581841e-12	IL/Unknown	{'IL/Unknown': 1.0}	-1.000088900581841e-12	IL/Unknown	{'IL/Unknown': 1.0}	-1.000088900581841e-12	True	wnv
KR348915/2011/USA/CA/Contra-Costa/WN02/unknown/Mosquito-Culex	Not CO	{'Not CO': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	CA/Contra-Costa	{'CA/Contra-Costa': 1.0}	-1.000088900581841e-12	CA	{'CA': 1.0}	-1.000088900581841e-12	CA/Contra-Costa	{'CA/Contra-Costa': 1.0}	-1.000088900581841e-12	CA/Contra-Costa	{'CA/Contra-Costa': 1.0}	-1.000088900581841e-12	True	wnv
KR348916/2008/USA/CA/Contra-Costa/WN02/unknown/Mosquito-Culex	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CA/Contra-Costa	{'CA/Contra-Costa': 1.0}	-1.000088900581841e-12	CA	{'CA': 1.0}	-1.000088900581841e-12	CA/Contra-Costa	{'CA/Contra-Costa': 1.0}	-1.000088900581841e-12	CA/Contra-Costa	{'CA/Contra-Costa': 0.9999999999999999}	-9.99866855976916e-13	True	wnv
KR348917/2008/USA/CA/Contra-Costa/WN02/unknown/Mosquito-Culex	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	CA/Contra-Costa	{'CA/Contra-Costa': 1.0}	-1.000088900581841e-12	CA	{'CA': 1.0}	-1.000088900581841e-12	CA/Contra-Costa	{'CA/Contra-Costa': 1.0}	-1.000088900581841e-12	CA/Contra-Costa	{'CA/Contra-Costa': 1.0}	-1.000088900581841e-12	True	wnv
KR348918/2011/USA/CA/Contra-Costa/WN02/unknown/Mosquito-Culex	Not CO	{'Not CO': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	CA/Contra-Costa	{'CA/Contra-Costa': 1.0}	-1.000088900581841e-12	CA	{'CA': 1.0}	-1.000088900581841e-12	CA/Contra-Costa	{'CA/Contra-Costa': 1.0}	-1.000088900581841e-12	CA/Contra-Costa	{'CA/Contra-Costa': 1.0}	-1.000088900581841e-12	True	wnv
KR348919/2009/USA/CA/Contra-Costa/SW03/unknown/Mosquito-Culex	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CA/Contra-Costa	{'CA/Contra-Costa': 1.0}	-1.000088900581841e-12	CA	{'CA': 1.0}	-1.000088900581841e-12	CA/Contra-Costa	{'CA/Contra-Costa': 1.0}	-1.000088900581841e-12	CA/Contra-Costa	{'CA/Contra-Costa': 1.0}	-1.000088900581841e-12	True	wnv
KR348920/2009/USA/CA/Contra-Costa/WN02/unknown/Mosquito-Culex	Not CO	{'Not CO': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	CA/Contra-Costa	{'CA/Contra-Costa': 1.0}	-1.000088900581841e-12	CA	{'CA': 0.9999999999999999}	-9.99866855976916e-13	CA/Contra-Costa	{'CA/Contra-Costa': 1.0}	-1.000088900581841e-12	CA/Contra-Costa	{'CA/Contra-Costa': 1.0}	-1.000088900581841e-12	True	wnv
KR348921/2009/USA/CA/Contra-Costa/SW03/unknown/Mosquito-Culex	Not CO	{'Not CO': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	CA/Contra-Costa	{'CA/Contra-Costa': 1.0}	-1.000088900581841e-12	CA	{'CA': 0.9999999999999999}	-9.99866855976916e-13	CA/Contra-Costa	{'CA/Contra-Costa': 1.0}	-1.000088900581841e-12	CA/Contra-Costa	{'CA/Contra-Costa': 1.0}	-1.000088900581841e-12	True	wnv
KR348922/2009/USA/CA/Contra-Costa/SW03/unknown/Mosquito-Culex	Not CO	{'Not CO': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	CA/Contra-Costa	{'CA/Contra-Costa': 1.0}	-1.000088900581841e-12	CA	{'CA': 1.0}	-1.000088900581841e-12	CA/Contra-Costa	{'CA/Contra-Costa': 1.0}	-1.000088900581841e-12	CA/Contra-Costa	{'CA/Contra-Costa': 1.0}	-1.000088900581841e-12	True	wnv
KR348923/2003/USA/CA/Imperial/WN02/unknown/Mosquito-Culex	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CA/Imperial	{'CA/Imperial': 1.0}	-1.000088900581841e-12	CA	{'CA': 1.0}	-1.000088900581841e-12	CA/Imperial	{'CA/Imperial': 1.0}	-1.000088900581841e-12	CA/Imperial	{'CA/Imperial': 1.0}	-1.000088900581841e-12	True	wnv
KR348924/2003/USA/CA/Imperial/WN02/unknown/Mosquito-Culex	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	CA/Imperial	{'CA/Imperial': 1.0}	-1.000088900581841e-12	CA	{'CA': 1.0}	-1.000088900581841e-12	CA/Imperial	{'CA/Imperial': 1.0}	-1.000088900581841e-12	CA/Imperial	{'CA/Imperial': 1.0}	-1.000088900581841e-12	True	wnv
KR348925/2003/USA/CA/Imperial/WN02/unknown/Mosquito-Culex	Not CO	{'Not CO': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	CA/Imperial	{'CA/Imperial': 1.0}	-1.000088900581841e-12	CA	{'CA': 1.0}	-1.000088900581841e-12	CA/Imperial	{'CA/Imperial': 1.0}	-1.000088900581841e-12	CA/Imperial	{'CA/Imperial': 1.0}	-1.000088900581841e-12	True	wnv
KR348926/2008/USA/CA/Riverside/SW03/unknown/Mosquito-Culex	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CA/Riverside	{'CA/Riverside': 1.0}	-1.000088900581841e-12	CA	{'CA': 1.0}	-1.000088900581841e-12	CA/Riverside	{'CA/Riverside': 1.0}	-1.000088900581841e-12	CA/Riverside	{'CA/Riverside': 1.0}	-1.000088900581841e-12	True	wnv
KR348927/2003/USA/CA/Imperial/WN02/unknown/Mosquito-Culex	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CA/Imperial	{'CA/Imperial': 0.9999999999999999}	-9.99866855976916e-13	CA	{'CA': 0.9999999999999999}	-9.99866855976916e-13	CA/Imperial	{'CA/Imperial': 1.0}	-1.000088900581841e-12	CA/Imperial	{'CA/Imperial': 1.0}	-1.000088900581841e-12	True	wnv
KR348928/2007/USA/CA/Riverside/SW03/unknown/Mosquito-Culex	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CA/Riverside	{'CA/Riverside': 1.0}	-1.000088900581841e-12	CA	{'CA': 1.0}	-1.000088900581841e-12	CA/Riverside	{'CA/Riverside': 0.9999999999999999}	-9.99866855976916e-13	CA/Riverside	{'CA/Riverside': 1.0}	-1.000088900581841e-12	True	wnv
KR348929/2008/USA/CA/Riverside/SW03/unknown/Mosquito-Culex	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CA/Riverside	{'CA/Riverside': 1.0}	-1.000088900581841e-12	CA	{'CA': 1.0}	-1.000088900581841e-12	CA/Riverside	{'CA/Riverside': 1.0}	-1.000088900581841e-12	CA/Riverside	{'CA/Riverside': 1.0}	-1.000088900581841e-12	True	wnv
KR348930/2009/USA/CA/Riverside/SW03/unknown/Mosquito-Culex	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CA/Riverside	{'CA/Riverside': 1.0}	-1.000088900581841e-12	CA	{'CA': 1.0}	-1.000088900581841e-12	CA/Riverside	{'CA/Riverside': 1.0}	-1.000088900581841e-12	CA/Riverside	{'CA/Riverside': 1.0}	-1.000088900581841e-12	True	wnv
KR348931/2009/USA/CA/Riverside/SW03/unknown/Mosquito-Culex	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CA/Riverside	{'CA/Riverside': 1.0}	-1.000088900581841e-12	CA	{'CA': 1.0}	-1.000088900581841e-12	CA/Riverside	{'CA/Riverside': 1.0}	-1.000088900581841e-12	CA/Riverside	{'CA/Riverside': 1.0}	-1.000088900581841e-12	True	wnv
KR348932/2007/USA/CA/Riverside/SW03/unknown/Mosquito-Culex	Not CO	{'Not CO': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CA/Riverside	{'CA/Riverside': 1.0}	-1.000088900581841e-12	CA	{'CA': 1.0}	-1.000088900581841e-12	CA/Riverside	{'CA/Riverside': 1.0}	-1.000088900581841e-12	CA/Riverside	{'CA/Riverside': 1.0}	-1.000088900581841e-12	True	wnv
